mother,stepdaughter,category_for_map,,name,city,link,country,address,Latitude,Longitude
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,"Community in honor of the icon of the Mother of God ""Skoroposhlynytsia""",Лимож,https://cerkov-ru.com/,France,"France, 30 rue François Perrin 87000 Limoges Haute Vienne",45.8297548,1.247154
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Xenia of Petersburg in Leeds,Лідс,http://www.sourozh.org/,Great Britain,"Wood Lane, Chapel Allerton, Leeds, United Kingdom LS7 3QF",53.8320266,-1.5410592
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,John the Theologian Parish,Лімерик,http://www.sourozh.org/,Ireland,"St. Michael’s Church, Denmark St., Limerick",52.6641575,-8.6248735
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in the city of Lingen,Лінген,www.rokmp.de,Germany,Heinrichstr.1 in Lingen,52.520267,7.3328288
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in the name of the holy apostle John the Theologian in the city of Lindau,Ліндау,www.rokmp.de,Germany,"Ulrichskapelle, Anheggerstr.3, Lindau, 88131",47.55504149999999,9.6914032
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Віденсько-Австрійська єпархія,Parish of St. new martyrs and Russian confessors,Лінц,https://austria-diocese.com/,Austria,"Biberweg 30, Pichling, Linz",48.2494948,14.3658988
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Parish in honor of the Intercession of the Mother of God in Lyon,Ліон,https://cerkov-ru.com/,France,"France, Chapelle St-Joseph des Brotteaux 146 rue Sully - LYON 6ème",45.7716219,4.8546668
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Community in the name of Saint Tikhon, Patriarch of Moscow and All Russia",Ліппштадт,www.rokmp.de,Germany,"Beckumer Straße 118, 59555 Lippstadt",51.6786792,8.3230417
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Saint Nicholas Parish,Лондон,http://www.sourozh.org/,Great Britain,"69 Watling St, London EC4N 4SJ",51.5129946,-0.0933777
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan Cathedral of the Assumption of the Mother of God and All Saints,Лондон,http://www.sourozh.org/,Great Britain,"67 Ennismore Gardens, London  SW7 1NH",51.5004941,-0.1690805
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,University Orthodox Chapel,Лувен-ля-Ньов,https://www.archiepiskopia.be/,Belgium,"ruelle Saint-Eloi 2,
1348 Louvain-la-Neuve",50.6680745,4.6175228
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,"Parish in honor of the icon of the Mother of God ""Unexpected Joy""",Лулео,http://sweden.cerkov.ru/,Sweden,"Professorsvägen 9, Luleå",65.6191499,22.1491798
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,St Alban's Parish in Luton,Лутон,http://www.sourozh.org/,Great Britain,"Buckle Close, Luton LU3 3RT",51.9172025,-0.4519791
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,"Church of the Icon of the Mother of God ""Life-Bearing Spring""",Льєж,https://www.archiepiskopia.be/,Belgium,"Rue Ferrer 73,
B-4100 Seraing (Liège)",50.60921459999999,5.5087703
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of the holy martyrs Kirik and Iulitta,Льорет-де-Мар,http://orthodoxspain.com,Spain,"carrer de Pitàgores, 6, 17310, Lloret de Mar, Girona",41.7025243,2.8335723
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community of Resurrection of Christ,Люнебург,www.rokmp.de,Germany,"Ökumenisches Gemeindezentrum St. Stephanus, St. Stephanus Platz 1, 21337 Lüneburg",53.2385759,10.4347439
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of All Saints,Магдебург,www.rokmp.de,Germany,"Lienhardstraße 6, 39108 Magdeburg Deutschland",52.1356756,11.6223176
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Cathedral in honor of St. Equal-to-the-Apostles Mary Magdalene,Мадрид,http://orthodoxspain.com,Spain,"Gran Via de Hortaleza, 48 28043 Madrid",40.4669971,-3.6515315
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Christopher the Martyr,Майнц,www.rokmp.de,Germany,"Berliner Straße 39a, 55131 Mainz",49.97866,8.26642
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of Saint Mary of Egypt,Малага,http://orthodoxspain.com,Spain,"calle Obsidiana 6, Malaga",36.7102171,-4.456696099999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Німецька єпархія РПЦЗ,"Parish in honor of the Kursk Native Icon of the Mother of God ""The Sign""",Мальме,https://rocor.de/,Sweden,"Cedergatan 4,
21567 Malmå",55.5741737,13.0003051
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of the Protection of the Holy Virgin (Pokrov),Манчестер,http://www.sourozh.org/,Great Britain,"64 Clarence Road, Longsight, Manchester M13 0YE",53.4573994,-2.2068221
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of the Ascension of the Lord,Марбелья,http://orthodoxspain.com,Spain,"calle Hermanos Alvarez Quintero, 4, 29670, San Pedro de Alcántara (Malaga)",36.4821322,-4.9898913
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Holy Archangels Michael and Gabriel,Маргера,http://ortodossia.org/,Italy,"Via della Pila 66, Marghera (VE)",45.4788958,12.2397063
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,"Parish in honor of the icon of the Mother of God ""Skoroposhnytsia""",Маррубіу,http://ortodossia.org/,Italy,"via Napoli 182, Marrubbiu, Sardegna",39.7518915,8.6406356
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Parish in honor of the Kazan Icon of the Mother of God in Marseille,Марсель,https://cerkov-ru.com/,France,"France, 20 boulevard Madeleine Remusat - 13013 Marseille. Станция метро La Rose",43.336434,5.421974100000001
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Parish in honor of Archangel Gabriel,Мартініка,https://cerkov-ru.com/,France,"5, rue de la clairière 97200 Fort-de-France (Martinique)",14.6062875,-61.08115359999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish app. Peter and Paul,Менден (Зауерланд),www.rokmp.de,Germany,Bodelschwingstr. 4-6 Menden,51.4362865,7.7923862
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. great martyr Antony the Great,Менхенгладбах,www.rokmp.de,Germany,"Am Torfbend 19, 41238 Mönchengladbach",51.1592236,6.4658299
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of Saint Nicholas the Wonderworker,Мерано,http://ortodossia.org/,Italy,"Via Schaffer, 21 39012 Merano (BZ)",46.6651215,11.1682047
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Parish of the Holy Epiphany (Baptism of the Lord),Мехелен,https://www.archiepiskopia.be/,Belgium,"Frederik de Merodestraat 18,
B-2800 Mechelen",51.02938330000001,4.4813429
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Church of the Holy Trinity in Miskolc,Мишкольц,http://hungary.orthodoxia.org,Hungary,3525 Miskolc Deák tér 7,48.10606019999999,20.7840733
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish of Saint Ambrose of Mediolan,Мілан,http://ortodossia.org/,Italy,"Largo Corsia dei Servi, 4 – 20122 – Milano",45.4646438,9.196026699999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,"Parish in honor of Saints Sergius, Seraphim and Vincent",Мілан,http://ortodossia.org/,Italy,"via Giulini, angolo via Porlezza, Milano",45.4664054,9.1822065
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of All Saints,Модена,http://ortodossia.org/,Italy,"piazza Liberazione, Quartiere Modena Est, 41100, Modena",44.6409213,10.9662549
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,"Church in honor of Ven. Seraphim of Sarovsky, Ven. Serhii and Herman Valaamsky in Montgeron",Монжерон,https://cerkov-ru.com/,France,"France, Rue du Moulin de Senlis 91230 Montgeron",48.7127322,2.4564801
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Church of St. Archstrategist of God Michael,Монс,https://www.archiepiskopia.be/,Belgium,"Place des Martyrs 11 bis,
B-7000 Mons",50.44927329999999,3.9501352
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish of Reverend Iov Pochaevsky,Мурсія,http://orthodoxspain.com,Spain,"Murcia, av. Ciudad de Almeria, 91",37.9752428,-1.1410931
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Resurrection of Christ in Munich,Мюнхен,www.rokmp.de,Germany,"Kolpinghaus, Adolf-Kolpingstr. 1, 80336 München 
or
Kreuzerhöhungskapelle, Glyzinenstr. 38, 80935 München",48.1986278,11.5514754
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,The Church of the Exaltation of the Holy and Life-giving Cross of the Lord at the southern residence of the ruling bishop,Мюнхен,www.rokmp.de,Germany,"Glyzinenstraße 38, 80935 München",48.1986278,11.5514754
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Parish of Saint Seraphim of Sarovsky,Намюр,https://www.archiepiskopia.be/,Belgium,"Avenue de la Vecquée 9,
B-5000 Namur",50.4483231,4.8502942
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in the name of the Holy Apostle Andrew the First-Called,Неаполь,http://ortodossia.org/,Italy,"Via Leopoldo Rodino’, 20, 80138, Napoli",40.8463095,14.2579541
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Гаазька і Нідерландська єпархія,Parish of Saint Tikhon Patriarch of Moscow,Неймеген,www.russian-diocese.nl,Netherlands,"Byzantijnse kapel, Dobbelmanweg 3, 6531 KT Nijmegen",51.8301737,5.847672500000001
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Assumption Cathedral (Hungarian Assumption Parish),Ніредьхаза,http://hungary.orthodoxia.org,Hungary,"4400 Nyíregyháza, Széchenyi u. 5",47.9524908,21.7123571
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,St. Nicholas Church,Ніца,https://cerkov-ru.com/,France,"France, avenue Nicolas II - 06000 Nice",43.7032317,7.2537094
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of Saint Nicholas the Wonderworker,Новара,http://ortodossia.org/,Italy,via C. Magnani Ricotti 25 – 28100 Novara (NO),45.4444958,8.6253843
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Holy Trinity,Новелара,http://ortodossia.org/,Italy,"via Cavour, 10\1 Novellara",44.8492956,10.7317542
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. George the Victorious,Нойруппін,www.rokmp.de,Germany,,52.91542897031757,12.799108977700834
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Holy Archangels,Нойс,www.rokmp.de,Germany,"Alexianerplatz 1, 41464 Neuss",51.1898406,6.703245
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish St. Aidan and St. Chad,Ноттінгем,http://www.sourozh.org/,Great Britain,"Carlton Road, Carlton, Nottingham NG4 1EE",52.9638334,-1.1174087
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St George the Victorious in Newcastle upon Tyne,Ньюкасл-апон-Тайн,http://www.sourozh.org/,Great Britain,"Jesmond Road, Newcastleupon Tyne, NE2 1NL",54.9844632,-1.599233
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan community in Newry,Ньюрі,http://www.sourozh.org/,Great Britain,"Hall for All, 33 Downshire Rd, Newry, BT34 1EE",54.1817285,-6.3322229
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. Blessed Ksenia of St. Petersburg,Нюрнберг,www.rokmp.de,Germany,"90478 Nürnberg, Glockenhofstraße 30",49.4440992,11.091069
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Nicholas the Wonderworker in Oxford,Оксфорд,http://www.sourozh.org/,Great Britain,"34 Ferry Rd, Marston, Oxford  OX3 0EU",51.7600807,-1.2378129
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Great Martyr George the Victorious,Оснабрюк,www.rokmp.de,Germany,"Wersenerstr. 85, 49090 Osnabrück",52.2961141,7.999493299999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Parish of St. Apostle John the Theologian,Остенде,https://www.archiepiskopia.be/,Belgium,"Sint-Catharinaplein 23
8400 - Oostende",51.2164528,2.9050547
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Three Saints,П'яченца,http://ortodossia.org/,Italy,"Chiesa San Eustachio, via del Consiglio 9, Piacenza",45.0519452,9.6996754
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Parish in honor of the icon of the Mother of God ""Fedorovska""",Падерборн,www.rokmp.de,Germany,Maximilian-Kolbe-Straße 2 33175 Bad Lippspringe,51.79027139999999,8.8274097
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Nativity of the Most Holy Theotokos,Падуя,http://ortodossia.org/,Italy,"via SS.Fabiano e Sebastiano, 134 Padova",45.393322,11.8401778
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish of St. Oleksandr Komanskyi,Палермо,http://ortodossia.org/,Italy,"via Sant’Alessandro, 3 Palermo",38.1212458,13.3653271
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Church of the Nativity of Christ,Пальма-де-Майорка,http://orthodoxspain.com,Spain,"Porta Pintada 9, Calle Sant Miquel esquina Calle Omos, 07001 Palma de Mallorca",39.5719813,2.6518994
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Cathedral in honor of the Holy Trinity,Париж,https://cerkov-ru.com/,France,"France, 1 quai Branly 75007 Paris",48.86097849999999,2.3006359
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Cathedral in honor of the Three Saints,Париж,https://cerkov-ru.com/,France,"France, 5 rue Petel",48.8410703,2.2994075
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Church in honor of the Nativity of the Most Holy Theotokos,Париж,https://cerkov-ru.com/,France,"France, 4 rue Sainte-Geneviève",48.9025712,2.2796378
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,"Parish in honor of the icon of the Mother of God ""Joy of all who mourn"" and St. Genevieve of Paris",Париж,https://cerkov-ru.com/,France,"France, 4 rue S. Victor - 75005 Paris",48.8434912,2.3518339
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Community in honor of Equal-to-the-Apostles Tsaritsa Helena in Paris,Париж,https://cerkov-ru.com/,France,"France, Communauté ortohodoxe 92 rue Saint Denis 75001 Paris",48.8626899,2.3499577
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,"Chapel in honor of Saint Nicholas the Wonderworker at the ""Russian House""",Париж,https://cerkov-ru.com/,France,"France, Maison russe - rue de la Cossonnerie",48.8674347,2.285733
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Parish of the Icon of the Mother of God ""Unexpected Joy""",Пассау,www.rokmp.de,Germany,"Dom St. Stephan, Domplatz, 94032 Passau",48.5741597,13.4656793
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Holy Trinity,Пезаро,http://ortodossia.org/,Italy,"chiesa san Giovanni Battista, via Paseri 98 Pesaro",43.9094238,12.9065861
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,"Monastery of the Icon of the Mother of God ""Joy of All the Sorrowful""",Первейзе,https://www.archiepiskopia.be/,Belgium,"Roesdammestraat 1,
B-8600 Pervijze (Diksmuide)",51.06633309999999,2.733803
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Community for the Nativity of John the Baptist in Perpignan,Перпіньян,https://cerkov-ru.com/,France,"France, 11 rue Claude Monet - Perpignan",42.72009990000001,2.8932391
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Nativity of the Most Holy Theotokos,Перуджа,http://ortodossia.org/,Italy,"via Monteripido 2, 06125 Perugia,
presso la chiesa di San Matteo degli Armeni",43.1200365,12.3835508
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Nativity of the Most Holy Theotokos,Пескара,http://ortodossia.org/,Italy,"Моntesilvano,  via Vestino 9",42.51539289999999,14.1492599
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of Saint Spyridon of Trimifuntsky,Піза,http://ortodossia.org/,Italy,"Piazza San Matteo in Soarta, 1",43.7145118,10.4073446
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Nativity of the Most Holy Theotokos,Пістоя,http://ortodossia.org/,Italy,"Via di Ripalta, 251100 Pistoia",43.9366376,10.9135151
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Olga in Peterborough,Пітерборо,http://www.sourozh.org/,Great Britain,"All Saints Road, Peterborough, PE1 2UJ",52.5850055,-0.2401316
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of Saints Peter and Paul in Portsmouth,Портсмут,http://www.sourozh.org/,Great Britain,"St. Colman Ave, Cosham, Portsmouth, PO6 2JJ ",50.8472581,-1.0622468
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of the Holy Prince Alexander Nevsky,Потсдам,www.rokmp.de,Germany,"Russische Kolonie 14
14469 Potsdam",52.415263,13.0576635
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Epiphany Parish,Пфорцхайм,www.rokmp.de,Germany,"Marienburgerstr. 16, Pforzheim",48.8832467,8.7338019
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Parish in honor of the Savior of the Immaculate Conception,Пюїмуаян,https://cerkov-ru.com/,France,"France, Puyloubard Beaussac - 24340 Mareuil",45.49851,0.466627
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Intercession of the Holy Mother of God,Равенна,http://ortodossia.org/,Italy,via Candiano 33 angolo piazza d’Armi – Ravenna,44.4166657,12.209912
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of St. Blessed Ksenia of St. Petersburg,Реджіо-Емілія,http://ortodossia.org/,Italy,Via Gonzaga 59/A,44.72483369450853,10.619769682226215
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Church of the Holy Great Martyr Catherine,Рим,http://ortodossia.org/,Italy,"via del Lago Terrione 77/79, 00165 Roma",41.8950927,12.4540632
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Church of Saint and Miracle Worker Nicholas,Рим,http://ortodossia.org/,Italy,"via Palestro 69/71, 00185 Roma",41.9040375,12.50521
